"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MYRI9G4U","book","1835","Reed, Rebecca Theresa","Six months in a convent: or, the narrative of Rebecca Theresa Reed, who was under the influence of the Roman Catholics about two years ... With some preliminary suggestions by the committee of publication.","","","","","","","1835","2024-10-29 15:27:42","2024-10-29 15:27:42","","","192","","","","","Six months in a convent","","","","","Russell, Odiorne & Metcalf","Boston","eng","","","","","onesearch.wesleyan.edu","BX4200 .R44 1835","","","","","","Convents; Ursulines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N3THJR8G","book","1845","","Friendship's offering (Boston, Mass.)","","","","","","","1845","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","Phillips and Sampson","Boston, Mass","eng","","","","","onesearch.wesleyan.edu","AY11 .F754","Publication Title: Friendship's offering (Boston, Mass.)","","","","","Gift books; Periodicals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWZ7968I","book","","","Ladies' wreath and parlor annual (Monthly)","","","","","","","","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","Burdick and Scovill","New York","eng","","","","","onesearch.wesleyan.edu","AP2 .L23","ISSN: 1192-3555 Publication Title: Ladies' wreath and parlor annual (Monthly)","","","","","1855; Centerpieces (Designs) (Binding); Gift books; Gilt edges (Binding); Intaglio prints; Periodicals; Printed wrappers (Binding); Publishers' cloth bindings (Binding); Re-issues (Publishing)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VH33TLY","book","1794","Marmontel, Jean-François","Belisarius: a tale","","","","","","","1794","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","Belisarius","Cooke's pocket edition of select novels.","","","","Printed for C. Cooke","London","eng","","","","","onesearch.wesleyan.edu","PQ2005.B4 E5 1794b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q75XC6MA","book","1844","Keese, John; Hale, Sarah Josepha Buell; Willis, Nathaniel Parker; Chapman, J. G.","The Opal: a pure gift for the holy days.","","","","","","","1844","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","The Opal","","","","","J.C. Riker","New York","eng","","","","","onesearch.wesleyan.edu","AY11 .O7","ISSN: 0487-7152 Publication Title: The Opal : a pure gift for the holy days.","","","","","Christian literature, American; Gift books; Periodicals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3JUMNR9","book","1840","Goodrich, Samuel G.","The token and Atlantic souvenir, a Christmas and New Year's present.","","","","","","","1840","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","Otis, Broaders","Boston","eng","","","","","onesearch.wesleyan.edu","AY11 .T628 1840","","","","","","1840; Gift books; Gilt edges (Binding); Intaglio prints; Leather bindings (Binding); Signed bindings (Binding)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9JZC7FNM","book","1849","Cummings, Calista E. Simmons; Cummings, Nathaniel Ernest; Godard, George S.; Munroe, G. S.; Cummings, Calista E. Simmons; Cummings, Nathaniel Ernest; Godard, George S.; Munroe, G. S.","The Keepsake of friendship.","","","","","","","1849","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","E.N. Tucker","Worcester, Mass","eng","","","","","onesearch.wesleyan.edu","AY11 .K44","ISSN: 1400-2655 Publication Title: The Keepsake of friendship.","","","","","Bookplates (Provenance); Gift books; Periodicals","","","","Cummings, Calista E. Simmons; Cummings, Nathaniel Ernest; Godard, George S.; Munroe, G. S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXFZ7GPN","book","1821","Junius","The letters of Junius.","","","","","","","1821","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","H. Durell","New-York","eng","","","","","onesearch.wesleyan.edu","DA508 .A2 1821","","","","","","1760-1820; Great Britain; Politics and government","","","","","","","","","","","","","","","","","","","","From the latest London ed. ...","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JMFXLCMX","book","1848","Hall, S. C.","The book of gems. The poets and artists of Great Britain.","","","","","","","1848","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","H.G. Bohn","London","eng","","","","","onesearch.wesleyan.edu","PR1173 .H3 1848","","","","","","English poetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ANPTJMC","book","1828","Godard, George S.; Godard, George S.","The Atlantic souvenir: a Christmas and New Year's offering.","","","","","","","1828","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","The Atlantic souvenir","","","","","Carey, Lea & Carey","Philadelphia","eng","","","","","onesearch.wesleyan.edu","AY11 .A85 1828","ISSN: 4023-5459","","","","","Gift books","","","","Godard, George S.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSF3NKHR","book","1848","Bulkley, C. H. A.","Niagara. A poem.","","","","","","","1848","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","Leavitt, Trow & Co.","New York","eng","","","","","onesearch.wesleyan.edu","PS1199.B32 N5 1848","","","","","","Niagara Falls; Niagara Falls (N.Y. and Ont.); North America; Poetry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARK8MXUF","book","1870","Hanaford, Phebe A.","The life of George Peabody; containing a record of those princely acts of benevolence which entitle him to the esteem and gratitude of all ...","","","","","","","1870","2024-10-29 15:27:42","2024-10-29 15:27:42","","","","","","","","","","","","","B.B. Russell","Boston","eng","","","","","onesearch.wesleyan.edu","HV28.P4 H2 1870","ISSN: 1302-0609","","","","","Peabody, George, 1795-1869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
